Record,Claim Type,Claim Name,Points,Bettor,Bettor_Name,Created Time,Team,Team_Name,Week,Week Name,Team 1 Score,Team 2 Score,Team 3 Score,Weight Points,Current Week Weight,Current Week Run,Current Week Sport,Current Week Exercise,Current Week Food,Current Week Booze,Current Week Walking,Current Week Score,W1 Score,W2 Score,W3 Score,W4 Score,W5 Score,W6 Score,W7 Score,W8 Score,W9 Score,W10 Score,W11 Score,W12 Score,W13 Score,W14 Score,W15 Score,Current Week,Created,Icon
12452,Food,Food,4,Bill,Bill,8/7/2022,Team 3,Team 3,Week 4,Week 4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 7, 2022",3️⃣
12453,Sport,Sport,3,Bill,Bill,8/7/2022,Team 3,Team 3,Week 4,Week 4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 7, 2022",3️⃣
12454,Walking,Walking,1,Ty,Ty,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12455,Food,Food,2,Ty,Ty,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12456,Booze,Booze,2,Ty,Ty,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12457,Weight,Weight,14,Bobby,Bobby,8/8/2022,Team 1,Team 1,Week 4,Week 4,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",1️⃣
12458,Weight,Weight,-16,Weech,Weech,8/8/2022,Team 1,Team 1,Week 4,Week 4,-16,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",1️⃣
12459,Weight,Weight,-6,Sooper,Sooper,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,-6,0,-6,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12460,Weight,Weight,-15,Oki,Oki,8/8/2022,Team 3,Team 3,Week 4,Week 4,0,0,-15,-15,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",3️⃣
12461,Weight,Weight,20,Bill,Bill,8/8/2022,Team 3,Team 3,Week 4,Week 4,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",3️⃣
12462,Weight,Weight,-9,CSlats,CSlats,8/8/2022,Team 1,Team 1,Week 4,Week 4,-9,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",1️⃣
12463,Weight,Weight,4,Ginn,Ginn,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12464,Weight,Weight,8,Ty,Ty,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12465,Weight,Weight,-1,Brent,Brent,8/8/2022,Team 3,Team 3,Week 4,Week 4,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",3️⃣
12466,Exercise,Exercise,5,Oki,Oki,8/8/2022,Team 3,Team 3,Week 5,Week 5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",3️⃣
12467,Walking,Walking,1,Sooper,Sooper,8/8/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12468,Booze,Booze,2,Sooper,Sooper,8/8/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12469,Booze,Booze,2,Ginn,Ginn,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12470,Booze,Booze,-2,Ginn,Ginn,8/8/2022,Team 2,Team 2,Week 4,Week 4,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12471,Booze,Booze,2,Ginn,Ginn,8/8/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",2️⃣
12472,Food,Food,4,Oki,Oki,8/8/2022,Team 3,Team 3,Week 5,Week 5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",3️⃣
12473,Booze,Booze,2,Oki,Oki,8/8/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 8, 2022",3️⃣
12474,Walking,Walking,1,Weech,Weech,8/9/2022,Team 1,Team 1,Week 4,Week 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",1️⃣
12475,Walking,Walking,1,Weech,Weech,8/9/2022,Team 1,Team 1,Week 5,Week 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",1️⃣
12476,Sport,Sport,3,Brent,Brent,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12477,Booze,Booze,2,Bill,Bill,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12478,Booze,Booze,2,Ty,Ty,8/9/2022,Team 2,Team 2,Week 4,Week 4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12479,Booze,Booze,2,Ty,Ty,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12480,Booze,Booze,-2,Ty,Ty,8/9/2022,Team 2,Team 2,Week 4,Week 4,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12481,Run,Run,16,Bobby,Bobby,8/9/2022,Team 1,Team 1,Week 5,Week 5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",1️⃣
12482,Run,Run,13,Ty,Ty,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12483,Sport,Sport,3,Brent,Brent,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12484,Exercise,Exercise,6,Brent,Brent,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12485,Exercise,Exercise,8,Ginn,Ginn,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12486,Food,Food,4,Brent,Brent,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12487,Booze,Booze,2,Brent,Brent,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12488,Run,Run,5,Bill,Bill,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12489,Food,Food,4,Bill,Bill,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12490,Run,Run,5,Bill,Bill,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12491,Run,Run,-5,Bill,Bill,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12492,Booze,Booze,2,Bill,Bill,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12493,Booze,Booze,2,Ginn,Ginn,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12494,Food,Food,4,Ginn,Ginn,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12495,Sport,Sport,3,Sooper,Sooper,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12496,Booze,Booze,2,Sooper,Sooper,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12497,Walking,Walking,1,Sooper,Sooper,8/9/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",2️⃣
12498,Booze,Booze,2,Oki,Oki,8/9/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",3️⃣
12499,Booze,Booze,2,CSlats,CSlats,8/9/2022,Team 1,Team 1,Week 5,Week 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",1️⃣
12500,Food,Food,4,CSlats,CSlats,8/9/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",1️⃣
12501,Exercise,Exercise,6,CSlats,CSlats,8/9/2022,Team 1,Team 1,Week 5,Week 5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Week 9,"August 9, 2022",1️⃣
12502,Food,Food,4,Weech,Weech,8/10/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",1️⃣
12503,Walking,Walking,2,Weech,Weech,8/10/2022,Team 1,Team 1,Week 5,Week 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",1️⃣
12505,Booze,Booze,2,Ty,Ty,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12506,Food,Food,2,Ty,Ty,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12507,Walking,Walking,1,Ty,Ty,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12508,Run,Run,12,Ty,Ty,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12509,Exercise,Exercise,6,Oki,Oki,8/10/2022,Team 3,Team 3,Week 5,Week 5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",3️⃣
12510,Sport,Sport,3,Brent,Brent,8/10/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",3️⃣
12511,Exercise,Exercise,5,Brent,Brent,8/10/2022,Team 3,Team 3,Week 5,Week 5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",3️⃣
12512,Run,Run,3,Ginn,Ginn,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12513,Booze,Booze,2,Sooper,Sooper,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12514,Booze,Booze,2,Ginn,Ginn,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12515,Food,Food,4,Ginn,Ginn,8/10/2022,Team 2,Team 2,Week 5,Week 5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",2️⃣
12516,Booze,Booze,2,CSlats,CSlats,8/10/2022,Team 1,Team 1,Week 5,Week 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",1️⃣
12517,Food,Food,4,CSlats,CSlats,8/10/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",1️⃣
12518,Exercise,Exercise,5,CSlats,CSlats,8/10/2022,Team 1,Team 1,Week 5,Week 5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 10, 2022",1️⃣
12519,Booze,Booze,2,Oki,Oki,8/11/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",3️⃣
12520,Booze,Booze,2,Bill,Bill,8/11/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",3️⃣
12521,Walking,Walking,1,Weech,Weech,8/11/2022,Team 1,Team 1,Week 5,Week 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",1️⃣
12522,Booze,Booze,2,Ty,Ty,8/11/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",2️⃣
12523,Walking,Walking,2,Ty,Ty,8/11/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",2️⃣
12524,Run,Run,9,Bobby,Bobby,8/11/2022,Team 1,Team 1,Week 5,Week 5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",1️⃣
12525,Run,Run,12,Ty,Ty,8/11/2022,Team 2,Team 2,Week 5,Week 5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",2️⃣
12526,Walking,Walking,2,Oki,Oki,8/11/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",3️⃣
12527,Booze,Booze,2,Ginn,Ginn,8/11/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",2️⃣
12528,Sport,Sport,3,Ginn,Ginn,8/11/2022,Team 2,Team 2,Week 5,Week 5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 11, 2022",2️⃣
12529,Walking,Walking,1,Weech,Weech,8/12/2022,Team 1,Team 1,Week 5,Week 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",1️⃣
12530,Food,Food,4,Weech,Weech,8/12/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",1️⃣
12531,Walking,Walking,1,Ty,Ty,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12532,Booze,Booze,2,Ty,Ty,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12533,Food,Food,2,Ty,Ty,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12534,Sport,Sport,3,Bobby,Bobby,8/12/2022,Team 1,Team 1,Week 5,Week 5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",1️⃣
12535,Sport,Sport,3,Brent,Brent,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12536,Sport,Sport,3,Sooper,Sooper,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12537,Walking,Walking,1,Sooper,Sooper,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12538,Sport,Sport,3,Bill,Bill,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12539,Booze,Booze,2,Bill,Bill,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12540,Sport,Sport,3,Brent,Brent,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12541,Sport,Sport,3,Bill,Bill,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12542,Walking,Walking,1,Oki,Oki,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12543,Walking,Walking,2,Brent,Brent,8/12/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",3️⃣
12544,Walking,Walking,2,Sooper,Sooper,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12545,Booze,Booze,3,Ginn,Ginn,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12546,Food,Food,3,Ginn,Ginn,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12547,Exercise,Exercise,8,Ginn,Ginn,8/12/2022,Team 2,Team 2,Week 5,Week 5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",2️⃣
12548,Booze,Booze,2,CSlats,CSlats,8/12/2022,Team 1,Team 1,Week 5,Week 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",1️⃣
12549,Food,Food,4,CSlats,CSlats,8/12/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 12, 2022",1️⃣
12550,Walking,Walking,1,Ty,Ty,8/13/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",2️⃣
12551,Run,Run,29,Bobby,Bobby,8/13/2022,Team 1,Team 1,Week 5,Week 5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",1️⃣
12552,Run,Run,10,Bill,Bill,8/13/2022,Team 3,Team 3,Week 5,Week 5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",3️⃣
12553,Walking,Walking,1,Sooper,Sooper,8/13/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",2️⃣
12554,Exercise,Exercise,1,Bill,Bill,8/13/2022,Team 3,Team 3,Week 5,Week 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",3️⃣
12555,Food,Food,4,Bobby,Bobby,8/13/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",1️⃣
12557,Food,Food,4,CSlats,CSlats,8/13/2022,Team 1,Team 1,Week 5,Week 5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",1️⃣
12558,Exercise,Exercise,5,CSlats,CSlats,8/13/2022,Team 1,Team 1,Week 5,Week 5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",1️⃣
12559,Booze,Booze,2,Sooper,Sooper,8/13/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",2️⃣
12560,Walking,Walking,1,Ty,Ty,8/13/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 13, 2022",2️⃣
12561,Booze,Booze,2,Ginn,Ginn,8/14/2022,Team 2,Team 2,Week 5,Week 5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 14, 2022",2️⃣
12562,Exercise,Exercise,8,Ginn,Ginn,8/14/2022,Team 2,Team 2,Week 5,Week 5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Week 9,"August 14, 2022",2️⃣
12563,Run,Run,12,Ty,Ty,8/14/2022,Team 2,Team 2,Week 5,Week 5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,Week 9,"August 14, 2022",2️⃣
12564,Walking,Walking,1,Sooper,Sooper,8/14/2022,Team 2,Team 2,Week 5,Week 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Week 9,"August 14, 2022",2️⃣
12565,Booze,Booze,2,Bill,Bill,8/14/2022,Team 3,Team 3,Week 5,Week 5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Week 9,"August 14, 2022",3️⃣
